sampleID	Bucket	SampleNumber	SampleType	FLWC_Detail	FLWC_Age_Months	FLWC_Location	Sampler_Initials	Bulking_Material_Detail	Composting_Time_Point	Date	Season	Crate_Location	Temp_Top_Bucket_C	Temp_Bottom_Bucket_C	Average_Ambient_Temp	Wt_Bucket_Compost_Kg	Wt_Bucket_Kg	Wt_Compost_Kg	Observations_Outside_Bucket	Observations_Vent_Tube	Visible_Contents_Access_Port	Compost_Temp_C	Compost_Moisture_Percent	Sample_Weight_g	Observed_Sample_Color	Observed_Sample_Moisture	Observed_Sample_Contents	Observed_Sample_Smell	Observed_Sample_Organisms_YN	Organism_Type	Length_Observed_Organism_mm	Compost_pH	Notes_Comments	sample_uuid	Sequenced_16S	Sequenced_18S	Sequenced_ITS	Sequenced_Metagenome
S_2c545e14	9	1	Bulking Material				Participant	Coconut Coir		2021-10-30																									Y	Y		Y
S_3bc85c66	9	2	Inside Toilet Pre Use				Participant			2021-10-30																									Y			Y
S_073e29ef	9	3	Soil Nearby Toilet				Participant			2021-10-30																									Y			Y
S_5bdd5984	9	4	Human Excrement				Participant			2021-11-02																									Y	Y		Y
S_c8de52e8	9	5	Human Excrement				Participant			2021-11-09																									Y	Y		Y
S_a1a7d3b3	9	6	Human Excrement				Participant			2021-11-16																									Y	Y		Y
S_0bd95061	9	7	Human Excrement Compost Pre-Roll				JM		1	2021-11-23	Fall	1	13	12	12.5	9.8	1.35	8.45		coconut coir	compacted coconut coir	12.1		2.3					N			5.5						
S_f0403b65	9	8	Human Excrement Compost				JM		1	2021-11-23	Fall	1	14	13	13.5	9.8	1.35	8.45		coconut coir	loose coconut coir	11.8	93	2.1					N			6.4	Sour smell coming from vent tube during roll		Y	Y		Y
S_8fdb61a5	9	9	Human Excrement Compost Pre-Roll				JM		2	2021-11-30	Fall	2	18.5	17	17.75	9.8	1.35	8.45		coconut coir	compacted coconut coir	12		2.2					N			6.4						
S_56d28bbd	9	10	Human Excrement Compost				JM		2	2021-11-30	Fall	2	18.5	17	17.75	9.8	1.35	8.45		coconut coir	loose coconut coir	12.1		1.8					N			7			Y		Y	
S_5b646d14	9	11	Human Excrement Compost Pre-Roll				JM		3	2021-12-07	Fall	3	15	14	14.5	9.8	1.35	8.45		coconut coir	compacted coconut coir	12.5		1.9					N			7						
S_3b4e0d9e	9	12	Human Excrement Compost				JM		3	2021-12-07	Fall	3	15	15	15	9.8	1.35	8.45		coconut coir	compacted coconut coir	12.5		2					N			7.2			Y			Y
S_802c0fc4	9	13	Human Excrement Compost Pre-Roll				JM		4	2021-12-14	Fall	4	15	15	15	9.8	1.35	8.45		coconut coir	compacted coconut coir	11	88	4					N			7						
S_8946438f	9	14	Human Excrement Compost				JM		4	2021-12-14	Fall	4	14.5	15	14.75	9.8	1.35	8.45		coconut coir	loose coconut coir	11.1		2.4					N			7			Y		Y	
S_50ff0575	9	15	Human Excrement Compost Pre-Roll				JM		5	2021-12-21	Fall	5	14.5	14	14.25	9.8	1.35	8.45		coconut coir	compacted coconut coir	10.5		2					N			6.6	More coconut coir in vent tube probablYdue to drying out and falling in during rolling					
S_a873ac9f	9	16	Human Excrement Compost				JM		5	2021-12-21	Fall	5	15	14	14.5	9.8	1.35	8.45		coconut coir	loose coconut coir	10.4	94	2.1					N			6.6			Y			Y
S_e8c7f6e2	9	17	Human Excrement Compost Pre-Roll				JM		6	2021-12-28	Fall	6	10.5	10	10.25	9.8	1.35	8.45		coconut coir	coconut coir; white mold	9.5	85	2.1					N			7.2						
S_b78c24d0	9	18	Human Excrement Compost				JM		6	2021-12-28	Fall	6	10.5	11	10.75	9.8	1.35	8.45		coconut coir	coconut coir	9.6	100	2					N			7.2			Y		Y	
S_08a82487	9	19	Human Excrement Compost Pre-Roll				JM		7	2022-01-04	Fall	7	12	10	11	9.8	1.35	8.45	small dead black flies	coconut coir	coconut coir	9.6	100	2					N			7						
S_edf1aae8	9	20	Human Excrement Compost				JM		7	2022-01-04	Fall	7	12	10	11	9.8	1.35	8.45		coconut coir	coconut coir	9.6	100	2					N			6.6			Y			Y
S_a059b5db	9	21	Human Excrement Compost Pre-Roll				JM		8	2022-01-11	Fall	8	12	11	11.5	9.7	1.35	8.35		coconut coir	coconut coir	9.7	100	2					N			6.8						
S_878944de	9	22	Human Excrement Compost				JM		8	2022-01-11	Fall	8	12	11	11.5	9.7	1.35	8.35		coconut coir	coconut coir	9.6	100	2					N			7.6			Y		Y	
S_602ad2a4	9	23	Human Excrement Compost Pre-Roll				JM		9	2022-01-19		9	10	8	9	9.7	1.35	8.35	small dead  black flies	coconut coir	coconut coir	10.4	100	2					N			6.7						
S_ce9adc93	9	24	Human Excrement Compost				JM		9	2022-01-19		9	10.5	9	9.75	9.7	1.35	8.35		coconut coir	coconut coir	10.2	85	2					N			7			Y			Y
S_c3aac2a9	9	25	Human Excrement Compost Pre-Roll				LW		10	2022-01-25		10	12.5	12	12.25	9.6	1.35	8.25	small black flies	coconut coir; small black flies	coconut coir	10.4	100	2					Y	white larva	3	7						
S_604754b9	9	26	Human Excrement Compost				LW		10	2022-01-25		10	12.5	12	12.25	9.6	1.35	8.25		coconut coir; small black flies	coconut coir	10.6	80	2					N			6.7			Y		Y	
S_f8323d12	9	27	Human Excrement Compost Pre-Roll				JM		11	2022-02-01		11	11	11	11	9.7	1.35	8.35	small dead black flies	coconut coir	coconut coir	10.3	100	2					N			7						
S_4ae20f85	9	28	Human Excrement Compost				JM		11	2022-02-01		11	11	11	11	9.7	1.35	8.35		coconut coir	coconut coir; large air pocket	10.1	100	2					N			7			Y			Y
S_6adfa345	9	29	Human Excrement Compost Pre-Roll				LM		12	2022-02-08		12	13	11	12	9.6	1.35	8.25	small dead black flies	coconut coir; small black fly	coconut coir; white larva	9.6	93	2					N			7						
S_beadb221	9	30	Human Excrement Compost				LM		12	2022-02-08		12	12	11	11.5	9.6	1.35	8.25		coconut coir; small black fly	coconut coir	9.6	97	2					N			7.8			Y		Y	
S_d9160917	9	31	Human Excrement Compost Pre-Roll				JM		13	2022-02-15		13	12	12	12	9.6	1.35	8.25	small live black flies on top	coconut coir	coconut coir	11.2	100	2					N			7						
S_5d7b4c11	9	32	Human Excrement Compost				JM		13	2022-02-15		13	13	12	12.5	9.6	1.35	8.25		coconut coir	coconut coir	11.2	100	2					N			7			Y			Y
S_062796a9	9	33	Human Excrement Compost Pre-Roll				LM		14	2022-02-22		14	9	9	9	9.6	1.35	8.25	small dead black flies	coconut coir	coconut coir	10.3	100	2					N			7						
S_b013c69f	9	34	Human Excrement Compost				LM		14	2022-02-22		14	9	9	9	9.6	1.35	8.25		coconut coir	coconut coir	9.6	93	2					N			7			Y		Y	
S_7fb0c281	9	35	Human Excrement Compost Pre-Roll				TL		15	2022-03-01		15	11.5	11	11.25	9.5	1.35	8.15	dead & live small black flies	coconut coir	coconut coir	10.6	96	2					N			7						
S_2c166873	9	36	Human Excrement Compost				TL		15	2022-03-01		15	11.5	12	11.75	9.5	1.35	8.15		coconut coir	coconut coir	10.5	100	2					N			7			Y			Y
S_94bda632	9	37	Human Excrement Compost Pre-Roll				TL		16	2022-03-08		16	10	10	10	9.4	1.35	8.05		coconut coir	coconut coir	9.9	100	2					N			7						
S_5f5eb029	9	38	Human Excrement Compost				TL		16	2022-03-08		16	10	10	10	9.4	1.35	8.05		coconut coir	coconut coir	10.2	100	2					N			7			Y		Y	
S_4c439952	9	39	Human Excrement Compost Pre-Roll				JY		17	2022-03-22		18	12.5	12	12.25	9.5	1.35	8.15	dead flies on top	coconut coir; live flies	coconut coir	11.8	100	2					N			7						
S_85f98364	9	40	Human Excrement Compost				JY		17	2022-03-22		18	12.5	12	12.25	9.5	1.35	8.15		coconut coir; live flies	coconut coir	11.3	100	2					Y	white larvae	5; 4	7.5			Y			Y
S_db39a76e	9	41	Human Excrement Compost Pre-Roll				TL		18	2022-03-29		19	14.5	13	13.75	9.5	1.35	8.15		coconut coir	coconut coir	13.9	100	2					N			7.5						
S_1098f696	9	42	Human Excrement Compost				TL		18	2022-03-29		19	15	13	14	9.5	1.35	8.15		coconut coir	coconut coir	13.3	100	2					N			7.5			Y	Y	Y	
S_ac2f3684	9	43	Human Excrement Compost Pre-Roll				TL		19	2022-04-05		20	17	17	17	9.4	1.35	8.05		coconut coir	coconut coir	16.1	100	2					N			6.5						
S_20781fd2	9	44	Human Excrement Compost				TL		19	2022-04-05		20	18.5	20	19.25	9.4	1.35	8.05		coconut coir	coconut coir	16.1	100	2					N			6.5			Y			Y
S_f44ba400	9	45	Human Excrement Compost Pre-Roll				TL		20	2022-04-12		1	12	12	12	9.5	1.35	8.15	small dead flies	coconut coir	coconut coir	15.1	100	2					N			6.5						
S_1f3c167e	9	46	Human Excrement Compost				TL		20	2022-04-12		1	12.5	12	12.25	9.5	1.35	8.15		coconut coir	coconut coir	14.1	69	2					N			6.5			Y		Y	
S_5555a8a5	9	47	Human Excrement Compost Pre-Roll				TL		21	2022-04-19		2	13.5	13	13.25	9.4	1.35	8.05		coconut coir	coconut coir	13.1	100	2					N			6						
S_4751d80e	9	48	Human Excrement Compost				TL		21	2022-04-19		2	13	14	13.5	9.4	1.35	8.05		coconut coir	coconut coir	15.2	100	2					N			5.5			Y			Y
S_80acbf0e	9	49	Human Excrement Compost Pre-Roll				TL		22	2022-04-26		3	14	14	14	9.3	1.35	7.95		coconut coir	coconut coir	11.5	100	2					N			4						
S_a482717f	9	50	Human Excrement Compost				TL		22	2022-04-26		3	14	13	13.5	9.3	1.35	7.95		coconut coir	coconut coir	11.1	100	2					N			5			Y		Y	
S_5fabb616	9	51	Human Excrement Compost Pre-Roll				TL		23	2022-05-03		4	14.5	14	14.25	9.3	1.35	7.95	small dead flies	coconut coir; live flies	coconut coir	13.5	100	2					N			5						
S_d29acbe3	9	52	Human Excrement Compost				TL		23	2022-05-03		4	14.5	14	14.25	9.3	1.35	7.95		coconut coir; live flies	coconut coir	13.4	100	2					N			5			Y			Y
S_b43539f2	9	53	Human Excrement Compost Pre-Roll				ST		24	2022-05-10		5	14	13	13.5	9.2	1.35	7.85	small dead flies, large live flies	coconut coir; live flies	coconut coir; live black flies	13.1	100	2					N			5						
S_8102c26a	9	54	Human Excrement Compost				LW		24	2022-05-10		5	15	13	14	9.2	1.35	7.85		coconut coir; live flies	coconut coir; feces	12.7	100	2					N			6			Y		Y	
S_421287d6	9	55	Human Excrement Compost Pre-Roll				LW		25	2022-05-17		6	18	17	17.5	9.2	1.35	7.85	small dead flies	coconut coir; live flies	coconut coir; feces	14.5	100	2					N			6						
S_fc8322f4	9	56	Human Excrement Compost				LW		25	2022-05-17		6	17	17	17	9.2	1.35	7.85		coconut coir; live flies	coconut coir; feces	14.6	99	2					N			6			Y			Y
S_18e454e2	9	57	Human Excrement Compost Pre-Roll				LW		26	2022-05-24		7	15	16	15.5	9.3	1.35	7.95	small live and dead flies	coconut coir; live flies	coconut coir; feces	13.3	58	2					N			5						
S_302e553f	9	58	Human Excrement Compost				LW		26	2022-05-24		7	15	17	16	9.3	1.35	7.95		coconut coir; live flies	coconut coir; feces	12.8	100	2					N			6			Y		Y	
S_33f646aa	9	59	Human Excrement Compost Pre-Roll				BG		27	2022-05-31		8	19	19	19	9.3	1.35	7.95	small live and dead flies	coconut coir; live flies	coconut coir; feces	13	100	2					N			6						
S_fac12d51	9	60	Human Excrement Compost				BG		27	2022-05-31		8	19	20	19.5	9.3	1.35	7.95		coconut coir; live flies	coconut coir; feces	13.5	98	2					Y	small white live larva	too small to measure	6			Y			Y
S_34dfe900	9	61	Human Excrement Compost Pre-Roll				LW		28	2022-06-07		9	23	23	23	9.3	1.35	7.95		coconut coir; live flies	coconut coir; feces; white larvae; flies	19.6	100	2					Y	small white live larva	3	5.5						
S_92f4d9f3	9	62	Human Excrement Compost				LW		28	2022-06-07		9	23	23	23	9.3	1.35	7.95		coconut coir	coconut coir; feces	19.6	83	2					Y	small white live larva	3	5.5			Y		Y	
S_4ae3ef93	9	63	Human Excrement Compost Pre-Roll				ST		29	2022-06-14		10	21	20	20.5	9.3	1.35	7.95	dead flies	coconut coir	coconut coir; feces; white larvae	18.1	100	2					Y	small white live larvae	too small to measure	4.5						
S_c48dcdd1	9	64	Human Excrement Compost				ST		29	2022-06-14		10	22	20	21	9.3	1.35	7.95		coconut coir	coconut coir; feces; white larvae; live black flies	17.9	100	2					Y	small white live larvae	too small to measure	5.5			Y			Y
S_4a0a1465	9	65	Human Excrement Compost Pre-Roll				JM		30	2022-06-21		11	21.5	21	21.25	9.2	1.35	7.85		coconut coir	coconut coir; white larva	17.3	100	2					Y	small white live larvae	too small to measure	4.5						
S_85ba0d9b	9	66	Human Excrement Compost				JM		30	2022-06-21		11	21	21	21	9.2	1.35	7.85		coconut coir	coconut coir; white larva	17.3	100	2					Y	small white larva	too small to measure	5			Y		Y	
S_c491289a	9	67	Human Excrement Compost Pre-Roll				LW		31	2022-06-28		12	30.5	32	31.25	9.1	1.35	7.75	fly tape residue; dust	coconut coir; live flies	coconut coir; white larva; live black flies	20.3	100	2					Y	small white larvae	too small to measure	5.5						
S_42760f29	9	68	Human Excrement Compost				LW		31	2022-06-28		12	29	30	29.5	9.1	1.35	7.75	fly tape residue	coconut coir; live flies	coconut coir; white larva	22.4	100	2					Y	small white larvae	too small to measure	5.5			Y			Y
S_8eeacd05	9	69	Human Excrement Compost Pre-Roll				JM		32			13																										
S_6fe848a4	9	70	Human Excrement Compost				LW		32	2022-07-05		13	23	23	23	9.2	1.35	7.85	fly tape residue	coconut coir; live flies	coconut coir; white larva; small live black flies	19.3	100	2					Y	small white larvae; live small black flies	too small to measure	5.5			Y		Y	
S_6050448d	9	71	Human Excrement Compost Pre-Roll				JM		33			14																										
S_0fb44d77	9	72	Human Excrement Compost				LW		33	2022-07-12		14	27	28	27.5	9.1	1.35	7.75	flies; dust; fly tape residue; bugs coming out of bucket	coconut coir; live flies	live black flies; coconut coir	19.7	100	2					Y	small live flies	5	6			Y			Y
S_3c07d722	9	73	Human Excrement Compost				LW		34	2022-07-19		15	35	35	35	9.2	1.35	7.85	fly tape residue; flies all over bucket	coconut coir; live flies	live black flies; coconut coir	20.9	100	2					Y	small live flies	too small to measure	5.5			Y		Y	
S_150187c6	9	74	Human Excrement Compost				LW		35	2022-07-26		16	21	20.5	20.75	9.2	1.35	7.85	fly tape residue; dead black flies	coconut coir; live black flies	live black flies; coconut coir; toilet paper	18.7	100	2					Y	small live flies	too small to measure	5.5			Y	Y		Y
S_e47892a7	9	75	Human Excrement Compost				JM		36	2022-08-02		17	24.5	23	23.75	9.1	1.35	7.75	fly tape residue; dead black flies	coconut coir; live black flies	live black flies; coconut coir	20.2	100	2					Y	white larvae	too small to measure	5.5			Y		Y	
S_91c696a7	9	76	Human Excrement Compost				LW		37	2022-08-09		18	25	24	24.5	9.1	1.35	7.75	fly tape residue; dead black flies	coconut coir; live black flies	coconut coir; little white larvae; fungus	20.6	100	2					Y			6			Y			Y
S_31a624ad	9	77	Human Excrement Compost				JM		38	2022-08-16		19	20.5	21	20.75	9.1	1.35	7.75	fly tape residue; dead black flies	coconut coir; live black flies	coconut coir; little white larvae; fungus	18.9	100	2					Y			6.5			Y		Y	
S_632da8c0	9	78	Human Excrement Compost				LW		39	2022-08-23		20	22	21.5	21.75	9	1.35	7.65	fly tape residue; dead black flies	coconut coir	coconut coir; fungus	18.9	100	2					N			6			Y			Y
S_a76653f0	9	79	Human Excrement Compost				JM		40	2022-08-30		1	22.5	22	22.25	9.1	1.35	7.75	fly tape residue; dead black flies	coconut coir	coconut coir	16.9	100	2					N			6			Y		Y	
S_b1d49b30	9	80	Human Excrement Compost				AR		41	2022-09-06		2	20	20	20	9	1.35	7.65	fly tape residue	coconut coir; pupa	coconut coir; small black flies	16.3	100	2					Y	white larva	3	6			Y			Y
S_e71b6bef	9	81	Human Excrement Compost				KVO		42	2022-09-13		3	19.5	20	19.75	9	1.35	7.65		coconut coir	coconut coir	16.1	100	2					N			6.5			Y		Y	
S_d0ee556d	9	82	Human Excrement Compost				AKW		43	2022-09-20		4	17	17	17	9	1.35	7.65		coconut coir	coconut coir	15.4	100	2					N			6.25			Y			Y
S_fe762349	9	83	Human Excrement Compost				KVO		44	2022-09-27		5	17	17	17	9	1.35	7.65		coconut coir	coconut coir	14.9	100	2					N			6.5			Y		Y	
S_cc30b8f8	9	84	Human Excrement Compost				KVO		45	2022-10-04		6	14.5	15	14.75	9	1.35	7.65		coconut coir; black flies	coconut coir	13.7	100	2					N			6.5			Y			Y
S_36b8e677	9	85	Human Excrement Compost				AKW		46	2022-10-11		7	15	15	15	9	1.35	7.65		coconut coir	coconut coir		100	2					N			6.25			Y		Y	
S_a5cc8884	9	86	Human Excrement Compost				AKW		47	2022-10-18		8	15	15	15	8.9	1.35	7.55		coconut coir	coconut coit	12.6	100	2					N			6.25			Y			Y
S_0d466e48	9	87	Human Excrement Compost				AR		48	2022-10-25		9	15.5	16	15.75	8.9	1.35	7.55		coconut coir; feces	coconut coir	10.3	100	2					N			6.25			Y		Y	
S_dbc64f07	9	88	Human Excrement Compost				KVO		49	2022-11-01		10	13	13	13	8.9	1.35	7.55		coconut coir; feces	coconut coir	10.2	100	2					N			6.25			Y			Y
S_3bd94f52	9	89	Human Excrement Compost				AKW		50	2022-11-08		11	14.5	15	14.75	8.9	1.35	7.55		coconut coir	coconut coir	10.8	100	2					N			6.25			Y		Y	
S_4a3f57f6	9	90	Human Excrement Compost				KVO		51	2022-11-15		12	14.5	14	14.25	8.8	1.35	7.45		coconut coir	coconut coir	10.2	100	2					N			6.25			Y			Y
S_b0557419	9	91	Human Excrement Compost				KVO		52	2022-11-22		13	15	16	15.5	8.9	1.35	7.55				9.7	100	2					N			6.5			Y	Y	Y	
S_f377122a	9		Human Excrement Compost				PI			2023-08-10		7	26	26	26	8.5	1.35	7.15		coconut coir	clumped and moist coconut coir	17.1	100	2					N			6.5	Samples collected; DNA not extracted					
S_bcc246ab	10	1	Bulking Material				Participant	Fine Grained Sawdust		2021-10-30																									Y	Y		Y
S_bc5a3f1d	10	2	Inside Toilet Pre Use				Participant			2021-10-30																									Y			Y
S_90260cf2	10	3	Soil Nearby Toilet				Participant			2021-10-31																									Y			Y
S_45fea625	10	4	Human Excrement				Participant			2021-10-30																									Y	Y		Y
S_cfdd8816	10	5	Human Excrement				Participant			2021-11-08																									Y	Y		Y
S_b5aa20ca	10	6	Human Excrement				Participant			2021-11-15																									Y	Y		Y
S_96b8c62d	10	7	Human Excrement				Participant			2021-10-30																									Y	Y		Y
S_4c3396f5	10	8	Human Excrement				Participant			2021-11-08																									Y	Y		Y
S_34f2f19e	10	9	Human Excrement				Participant			2021-11-16																									Y	Y		Y
S_7607b82b	10	10	Human Excrement Compost Pre-Roll				JM		1	2021-11-23	Fall	11	16	15	15.5	6.1	1.3	4.8	dead white larvae	fine grained sawdust	white larvae; fine grained sawdust; feces	13.2							N									
S_8e00ed08	10	11	Human Excrement Compost				JM		1	2021-11-23	Fall	11	16	15	15.5	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust; toilet paper	13.5		1.9					N			6.2			Y	Y		Y
S_8bece736	10	12	Human Excrement Compost Pre-Roll				JM		2	2021-11-30	Fall	12	20	20	20	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust; toilet paper	13.6	94	2					N			9.2	Pre-roll sample was acting weird on pH paper…all three papers didn't seem to have a color match					
S_17506f75	10	13	Human Excrement Compost				JM		2	2021-11-30	Fall	12	19.5	20	19.75	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust	15.6	68	1.9					N			6.5			Y		Y	
S_0a394464	10	14	Human Excrement Compost Pre-Roll				JM		3	2021-12-07	Fall	13	16	14	15	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust; toilet paper; white larvae	13.5	70	2					Y	brown pupae	3	6.4						
S_63eafab0	10	15	Human Excrement Compost				JM		3	2021-12-07	Fall	13	15	14	14.5	6.1	1.3	4.8		fine grained sawdust	compact fine grained sawdust; white larvae	13.6	89	2					Y	brown pupae	3	7			Y			Y
S_23c2c461	10	16	Human Excrement Compost Pre-Roll				JM		4	2021-12-14	Fall	14	14.5	15	14.75	6	1.3	4.7		fine grained sawdust	compact fine grained sawdust	12.6	65	2					Y	white larva	3	6.4						
S_0ba8558d	10	17	Human Excrement Compost				JM		4	2021-12-14	Fall	14	14.5	15	14.75	6	1.3	4.7		fine grained sawdust; white larvae	fine grained sawdust; 5 white larvae	12.4	88	1.8					Y	brown pupae	3	7			Y		Y	
S_98011fdf	10	18	Human Excrement Compost Pre-Roll				JM		5	2021-12-21	Fall	15	11.5	11	11.25	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust; white mold	10.2	94	2.1					Y	brown pupae	2	6.4						
S_9febeccf	10	19	Human Excrement Compost				JM		5	2021-12-21	Fall	15	11	11	11	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust	10.5	72	2.4					Y	brown pupae	2	7			Y			Y
S_0542a2ec	10	20	Human Excrement Compost Pre-Roll				JM		6	2021-12-28	Fall	16	10	9	9.5	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust; feces	10.1	94	2.1					Y	white larvae	3	6.4						
S_affe95cd	10	21	Human Excrement Compost				JM		6	2021-12-28	Fall	16	10	9	9.5	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust	9.6	86	2.1					Y	white larvae	3	7.4			Y		Y	
S_916f6243	10	22	Human Excrement Compost Pre-Roll				JM		7	2022-01-04	Fall	17	13.5	14	13.75	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust; feces	10.3	100	2.4					N			7.4						
S_671354c0	10	23	Human Excrement Compost				JM		7	2022-01-04	Fall	17	13	13	13	6.1	1.3	4.8		fine grained sawdust	fine grained sawdust; feces	11.4	74	2					Y	white larvae	3	7			Y			Y
S_6c9462a0	10	24	Human Excrement Compost Pre-Roll				JM		8	2022-01-11	Fall	18	12	10	11	6	1.3	4.7		fine grained sawdust	fine grained sawdust; feces	10.2	66	2					Y	white larvae	2	7						
S_22418f27	10	25	Human Excrement Compost				JM		8	2022-01-11	Fall	18	12	10	11	6	1.3	4.7		fine grained sawdust	fine grained sawdust; feces	10.2	100	2					Y	white larvae	2	7.2			Y		Y	
S_83656cf0	10	26	Human Excrement Compost Pre-Roll				JM		9	2022-01-19		19	10	10	10	6	1.3	4.7		fine grained sawdust	fine grained sawdust; feces; white larvae	10.5	100	2					N			7.6						
S_7cfe6743	10	27	Human Excrement Compost				JM		9	2022-01-19		19	10.5	10	10.25	6	1.3	4.7		fine grained sawdust	fine grained sawdust; feces; white larvae	10.4	73	2					Y	brown pupae; white larva	3; 9	7.6			Y			Y
S_5357a320	10	28	Human Excrement Compost Pre-Roll				LW		10	2022-01-25		20	10.5	11	10.75	5.9	1.3	4.6		fine grained sawdust	fine grained sawdust; feces	10.3	79	2					Y	white larvae	3	7.6						
S_28c34f80	10	29	Human Excrement Compost				LW		10	2022-01-25		20	12	10	11	5.9	1.3	4.6		fine grained sawdust	fine grained sawdust	10.6	41	1.9					Y	white larvae	3	7.6	Air pocket impaired mositure reading		Y		Y	
S_43e16886	10	30	Human Excrement Compost Pre-Roll				JM		11	2022-02-01		1	11	11	11	5.9	1.3	4.6	small dead flies	fine grained sawdust; large black flies	large air pocket; fine grained sawdust	9.8	67	2					N			7						
S_d5c759d7	10	31	Human Excrement Compost				JM		11	2022-02-01		1	11	11	11	5.9	1.3	4.6		fine grained sawdust; large black flies	coconut coir; small air pocket	10	60	2					Y	white larvae	3	7			Y			Y
S_9d3c7f83	10	32	Human Excrement Compost Pre-Roll				JM		12	2022-02-08		2	11	11	11	5.9	1.3	4.6	small dead flies	fine grained sawdust	fine grained sawdust	9.3	92	2					N			7.6						
S_d418835c	10	33	Human Excrement Compost				JM		12	2022-02-08		2	11	12	11.5	5.9	1.3	4.6		fine grained sawdust	fine grained sawdust	9.2	80	2					N			7.7			Y		Y	
S_2998fa3d	10	34	Human Excrement Compost Pre-Roll				JM		13	2022-02-15		3	11.5	12	11.75	6	1.3	4.7		fine grained sawdust	fine grained sawdust; feces	10.7	100	2					N			7						
S_d31d5fe7	10	35	Human Excrement Compost				JM		13	2022-02-15		3	11.5	12	11.75	6	1.3	4.7		fine grained sawdust	fine grained sawdust	10.5	100	2					N			7			Y			Y
S_b2a20305	10	36	Human Excrement Compost Pre-Roll				LM		14	2022-02-22		4	10	9.5	9.75	6	1.3	4.7	small dead black flies	fine grained sawdust	fine grained sawdust	9.4	48	2					N			7						
S_2ac6c7a6	10	37	Human Excrement Compost				LM		14	2022-02-22		4	10	9.5	9.75	6	1.3	4.7		fine grained sawdust	fine grained sawdust	9.2	56	2					N			7			Y		Y	
S_cef6fe0b	10	38	Human Excrement Compost Pre-Roll				TL		15	2022-03-01		5	11.5	12	11.75	5.8	1.3	4.5	small dead black flies	fine grained sawdust; small dead flies	large air pocket; fine grained sawdust	9.9	81	2					Y	white larvae	3	7						
S_9015d806	10	39	Human Excrement Compost				TL		15	2022-03-01		5	11.5	11	11.25	5.8	1.3	4.5		fine grained sawdust	fine grained sawdust	10.2	96	2					N			7			Y			Y
S_0d746bf6	10	40	Human Excrement Compost Pre-Roll				TL		16	2022-03-08		6	11	9	10	5.8	1.3	4.5		fine grained sawdust	fine grained sawdust	9.7	100	2					Y	white larvae	3	7.5						
S_c056b57f	10	41	Human Excrement Compost				TL		16	2022-03-08		6	11	10	10.5	5.8	1.3	4.5		fine grained sawdust	fine grained sawdust	9.6	40	2					Y	white larvae	3	7.5			Y		Y	
S_9ea7de8f	10	42	Human Excrement Compost Pre-Roll				JY		17	2022-03-22		17	13	12	12.5	5.8	1.3	4.5	small dead black flies	fine grained sawdust	fine grained sawdust	10.7	100	2					Y	white larvae	3	7						
S_0aa6bece	10	43	Human Excrement Compost				JY		17	2022-03-22		17	14.5	14	14.25	5.8	1.3	4.5		fine grained sawdust	fine grained sawdust; air pocket	10.8	32	2					Y	white larvae	3	7			Y			Y
S_960a567a	10	44	Human Excrement Compost Pre-Roll				TL		18	2022-03-29		18	16	14	15	5.9	1.3	4.6	small dead black flies	fine grained sawdust; live black flies	large air pocket	12.1	100	2					N			7.5						
S_6a64744f	10	45	Human Excrement Compost				TL		18	2022-03-29		18	16	15	15.5	5.9	1.3	4.6		fine grained sawdust; live black flies	fine grained sawdust	12.4	82	2					N			7.5			Y	Y	Y	
S_e956fca2	10	46	Human Excrement Compost Pre-Roll				TL		19	2022-04-05		19	18.5	19	18.75	5.8	1.3	4.5		fine grained sawdust	fine grained sawdust; air pocket	15.5	100	2					N			7						
S_f0d08781	10	47	Human Excrement Compost				TL		19	2022-04-05		19	20	22	21	5.8	1.3	4.5		fine grained sawdust	fine grained sawdust	15.5	100	2					N			7			Y			Y
S_d9c55645	10	48	Human Excrement Compost Pre-Roll				TL		20	2022-04-12		20	12.5	12	12.25	5.8	1.3	4.5		fine grained sawdust	fine grained sawdust	15.1	100	2					N			7						
S_b758db00	10	49	Human Excrement Compost				TL		20	2022-04-12		20	12	13	12.5	5.8	1.3	4.5		fine grained sawdust	fine grained sawdust; air pocket	14.4	60	2					N			7			Y		Y	
S_efea584a	10	50	Human Excrement Compost Pre-Roll				TL		21	2022-04-19		1	14	14	14	5.7	1.3	4.4	live flies	fine grained sawdust; live flies	fine grained sawdust; air pocket	13.4	100	2					N			7						
S_fa359b62	10	51	Human Excrement Compost				TL		21	2022-04-19		1	14.5	13	13.75	5.7	1.3	4.4		fine grained sawdust	fine grained sawdust; air pocket	13.1	41	2					Y	live black fly	too fast to measure	7.5			Y			Y
